,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
1565,1565,Some not;singers;tailors/Some;pilots;tailors,NVC,All;singers;pilots|All;pilots;singers|No;singers;pilots|No;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|Most;singers;pilots|Most;pilots;singers|Most not;singers;pilots|Most not;pilots;singers|NVC,syllogistic-generalized,single-choice,21_participant_18,124,2107.0,OI3,NVC,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,IO,ee,NVC,NVC,True,False,2021,False
1567,1567,No;jugglers;barbers/Some;investors;jugglers,Some not;investors;barbers,All;barbers;investors|All;investors;barbers|No;barbers;investors|No;investors;barbers|Some;barbers;investors|Some;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|Most;barbers;investors|Most;investors;barbers|Most not;barbers;investors|Most not;investors;barbers|NVC,syllogistic-generalized,single-choice,21_participant_18,126,28874.0,EI2,Oca,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,EI,ue,O,e,True,True,2021,False
1568,1568,Some;scholars;farmers/Some not;assistants;scholars,NVC,All;farmers;assistants|All;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|Most;farmers;assistants|Most;assistants;farmers|Most not;farmers;assistants|Most not;assistants;farmers|NVC,syllogistic-generalized,single-choice,21_participant_18,127,1883.0,IO2,NVC,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,IO,ee,NVC,NVC,True,False,2021,False
1570,1570,All;auditors;painters/Some;cleaners;painters,NVC,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,21_participant_18,129,1635.0,AI3,NVC,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,AI,ue,NVC,NVC,True,False,2021,False
1572,1572,Some not;plumbers;dentists/No;dentists;lifeguards,Most not;plumbers;lifeguards,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,21_participant_18,131,19668.0,OE1,Dac,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,EO,ue,D,g,False,False,2021,False
1573,1573,No;buyers;students/All;buyers;cyclists,Some not;cyclists;students,All;students;cyclists|All;cyclists;students|No;students;cyclists|No;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|Most;students;cyclists|Most;cyclists;students|Most not;students;cyclists|Most not;cyclists;students|NVC,syllogistic-generalized,single-choice,21_participant_18,132,27676.0,EA4,Oca,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,AE,uu,O,e,True,True,2021,False
1581,1581,No;teachers;bankers/Some;bankers;golfers,Some not;teachers;golfers,All;teachers;golfers|All;golfers;teachers|No;teachers;golfers|No;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|Most;teachers;golfers|Most;golfers;teachers|Most not;teachers;golfers|Most not;golfers;teachers|NVC,syllogistic-generalized,single-choice,21_participant_18,140,8067.0,EI1,Oac,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,EI,ue,O,e,False,True,2021,False
1582,1582,Some;dentists;lifeguards/All;dentists;plumbers,Some;plumbers;lifeguards,All;lifeguards;plumbers|All;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|Most;lifeguards;plumbers|Most;plumbers;lifeguards|Most not;lifeguards;plumbers|Most not;plumbers;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_18,141,72451.0,IA4,Ica,male,bachelors,16,79,98,97,yes,"Well, I thought how even though all analysts were joggers there's till no connection between joggers and potters because I don't know the population of joggers and so even though there is some cross over between joggers and potters there could be enough joggers where it isn't necessary that there are any analysts that are potters.",no,30,97,40,yes,"I always believed that I thought logically but these exercises showed me that in reality, I am no expert in understanding more complex relations like these.",not besides these three experiments.,3,AI,ue,I,e,True,True,2021,False
1584,1584,No;painters;cleaners/Some not;auditors;painters,Some;auditors;cleaners,All;cleaners;auditors|All;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|Most;cleaners;auditors|Most;auditors;cleaners|Most not;cleaners;auditors|Most not;auditors;cleaners|NVC,syllogistic-generalized,single-choice,21_participant_19,0,103442.0,EO2,Ica,male,less_than_highschool,5,30,68,4,no,,no,54,37,50,yes,,,1,EO,ue,I,e,False,False,2021,False
1586,1586,Some;opticians;actuaries/No;actuaries;boxers,Some not;opticians;boxers,All;opticians;boxers|All;boxers;opticians|No;opticians;boxers|No;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|Most;opticians;boxers|Most;boxers;opticians|Most not;opticians;boxers|Most not;boxers;opticians|NVC,syllogistic-generalized,single-choice,21_participant_19,2,25766.0,IE1,Oac,male,less_than_highschool,5,30,68,4,no,,no,54,37,50,yes,,,1,EI,ue,O,e,True,True,2021,False
1587,1587,All;managers;clerks/All;managers;models,Some;clerks;models,All;clerks;models|All;models;clerks|No;clerks;models|No;models;clerks|Some;clerks;models|Some;models;clerks|Some not;clerks;models|Some not;models;clerks|Most;clerks;models|Most;models;clerks|Most not;clerks;models|Most not;models;clerks|NVC,syllogistic-generalized,single-choice,21_participant_19,3,53124.0,AA4,Iac,male,less_than_highschool,5,30,68,4,no,,no,54,37,50,yes,,,1,AA,uu,I,e,True,True,2021,False
1588,1588,No;cyclists;buyers/All;students;cyclists,No;students;buyers,All;buyers;students|All;students;buyers|No;buyers;students|No;students;buyers|Some;buyers;students|Some;students;buyers|Some not;buyers;students|Some not;students;buyers|Most;buyers;students|Most;students;buyers|Most not;buyers;students|Most not;students;buyers|NVC,syllogistic-generalized,single-choice,21_participant_19,4,24724.0,EA2,Eca,male,less_than_highschool,5,30,68,4,no,,no,54,37,50,yes,,,1,AE,uu,E,u,True,True,2021,False
