,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
2635,2635,Most;hunters;lawyers/Some not;hunters;athletes,Some;lawyers;athletes,All;lawyers;athletes|All;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|Most;lawyers;athletes|Most;athletes;lawyers|Most not;lawyers;athletes|Most not;athletes;lawyers|NVC,syllogistic-generalized,single-choice,21_participant_25,43,25523.0,TO4,Iac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,OT,ge,I,e,False,False,2021,True
2637,2637,Some;buyers;students/Most;students;cyclists,Some;cyclists;buyers,All;buyers;cyclists|All;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|Most;buyers;cyclists|Most;cyclists;buyers|Most not;buyers;cyclists|Most not;cyclists;buyers|NVC,syllogistic-generalized,single-choice,21_participant_25,45,10431.0,IT1,Ica,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,IT,ge,I,e,False,False,2021,True
2638,2638,All;assistants;scholars/Most;farmers;scholars,NVC,All;assistants;farmers|All;farmers;assistants|No;assistants;farmers|No;farmers;assistants|Some;assistants;farmers|Some;farmers;assistants|Some not;assistants;farmers|Some not;farmers;assistants|Most;assistants;farmers|Most;farmers;assistants|Most not;assistants;farmers|Most not;farmers;assistants|NVC,syllogistic-generalized,single-choice,21_participant_25,46,29646.0,AT3,NVC,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,AT,ug,NVC,NVC,True,False,2021,True
2642,2642,Most;chemists;potters/No;potters;sailors,Most not;chemists;sailors,All;chemists;sailors|All;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|Most;chemists;sailors|Most;sailors;chemists|Most not;chemists;sailors|Most not;sailors;chemists|NVC,syllogistic-generalized,single-choice,21_participant_25,50,17500.0,TE1,Dac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ET,ug,D,g,True,True,2021,True
2646,2646,All;scientists;runners/Most;runners;chefs,Most;chefs;scientists,All;scientists;chefs|All;chefs;scientists|No;scientists;chefs|No;chefs;scientists|Some;scientists;chefs|Some;chefs;scientists|Some not;scientists;chefs|Some not;chefs;scientists|Most;scientists;chefs|Most;chefs;scientists|Most not;scientists;chefs|Most not;chefs;scientists|NVC,syllogistic-generalized,single-choice,21_participant_25,54,18734.0,AT1,Tca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,AT,ug,T,g,False,False,2021,True
2648,2648,Most not;butchers;tutors/Most not;packers;tutors,NVC,All;butchers;packers|All;packers;butchers|No;butchers;packers|No;packers;butchers|Some;butchers;packers|Some;packers;butchers|Some not;butchers;packers|Some not;packers;butchers|Most;butchers;packers|Most;packers;butchers|Most not;butchers;packers|Most not;packers;butchers|NVC,syllogistic-generalized,single-choice,21_participant_25,56,24093.0,DD3,NVC,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,DD,gg,NVC,NVC,True,False,2021,True
2650,2650,Most;chefs;runners/Some not;runners;scientists,Some not;chefs;scientists,All;chefs;scientists|All;scientists;chefs|No;chefs;scientists|No;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|Most;chefs;scientists|Most;scientists;chefs|Most not;chefs;scientists|Most not;scientists;chefs|NVC,syllogistic-generalized,single-choice,21_participant_25,58,31353.0,TO1,Oac,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,OT,ge,O,e,False,False,2021,True
2651,2651,Some not;porters;judges/Most;porters;brewers,Most not;brewers;judges,All;judges;brewers|All;brewers;judges|No;judges;brewers|No;brewers;judges|Some;judges;brewers|Some;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|Most;judges;brewers|Most;brewers;judges|Most not;judges;brewers|Most not;brewers;judges|NVC,syllogistic-generalized,single-choice,21_participant_25,59,22590.0,OT4,Dca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,OT,ge,D,g,False,False,2021,True
2652,2652,Most;swimmers;mayors/All;cooks;swimmers,All;cooks;mayors,All;mayors;cooks|All;cooks;mayors|No;mayors;cooks|No;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|Most;mayors;cooks|Most;cooks;mayors|Most not;mayors;cooks|Most not;cooks;mayors|NVC,syllogistic-generalized,single-choice,21_participant_25,60,15978.0,TA2,Aca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,AT,ug,A,u,False,False,2021,True
2654,2654,Most;plumbers;lifeguards/Some;plumbers;dentists,NVC,All;lifeguards;dentists|All;dentists;lifeguards|No;lifeguards;dentists|No;dentists;lifeguards|Some;lifeguards;dentists|Some;dentists;lifeguards|Some not;lifeguards;dentists|Some not;dentists;lifeguards|Most;lifeguards;dentists|Most;dentists;lifeguards|Most not;lifeguards;dentists|Most not;dentists;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_25,62,35285.0,TI4,NVC,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,IT,ge,NVC,NVC,True,False,2021,True
2655,2655,Most not;analysts;travelers/Some not;novelists;analysts,NVC,All;travelers;novelists|All;novelists;travelers|No;travelers;novelists|No;novelists;travelers|Some;travelers;novelists|Some;novelists;travelers|Some not;travelers;novelists|Some not;novelists;travelers|Most;travelers;novelists|Most;novelists;travelers|Most not;travelers;novelists|Most not;novelists;travelers|NVC,syllogistic-generalized,single-choice,21_participant_25,63,34519.0,DO2,NVC,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,OD,ge,NVC,NVC,True,False,2021,True
2657,2657,Most;auditors;painters/Most;painters;cleaners,Most;cleaners;auditors,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,21_participant_25,65,12980.0,TT1,Tca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,TT,gg,T,g,False,False,2021,True
2661,2661,Most;workers;actors/Some;painters;actors,Some;painters;workers,All;workers;painters|All;painters;workers|No;workers;painters|No;painters;workers|Some;workers;painters|Some;painters;workers|Some not;workers;painters|Some not;painters;workers|Most;workers;painters|Most;painters;workers|Most not;workers;painters|Most not;painters;workers|NVC,syllogistic-generalized,single-choice,21_participant_25,69,26166.0,TI3,Ica,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,IT,ge,I,e,False,False,2021,True
2662,2662,Most not;farmers;scholars/No;assistants;farmers,No;assistants;scholars,All;scholars;assistants|All;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|Most;scholars;assistants|Most;assistants;scholars|Most not;scholars;assistants|Most not;assistants;scholars|NVC,syllogistic-generalized,single-choice,21_participant_25,70,49702.0,DE2,Eca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,ED,ug,E,u,False,False,2021,True
2664,2664,Most not;designers;architects/Some;trainers;architects,Some not;trainers;designers,All;designers;trainers|All;trainers;designers|No;designers;trainers|No;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|Most;designers;trainers|Most;trainers;designers|Most not;designers;trainers|Most not;trainers;designers|NVC,syllogistic-generalized,single-choice,21_participant_25,72,39557.0,DI3,Oca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,ID,ge,O,e,False,False,2021,True
2667,2667,Most not;bankers;golfers/Most not;bankers;teachers,Some;golfers;teachers,All;golfers;teachers|All;teachers;golfers|No;golfers;teachers|No;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|Most;golfers;teachers|Most;teachers;golfers|Most not;golfers;teachers|Most not;teachers;golfers|NVC,syllogistic-generalized,single-choice,21_participant_25,75,30875.0,DD4,Iac,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,DD,gg,I,e,False,False,2021,True
2668,2668,Some;tailors;singers/Most;tailors;pilots,Some;pilots;singers,All;singers;pilots|All;pilots;singers|No;singers;pilots|No;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|Most;singers;pilots|Most;pilots;singers|Most not;singers;pilots|Most not;pilots;singers|NVC,syllogistic-generalized,single-choice,21_participant_25,76,25680.0,IT4,Ica,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,IT,ge,I,e,False,False,2021,True
2671,2671,Some;planners;surfers/Most;artists;planners,Some;surfers;artists,All;surfers;artists|All;artists;surfers|No;surfers;artists|No;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|Most;surfers;artists|Most;artists;surfers|Most not;surfers;artists|Most not;artists;surfers|NVC,syllogistic-generalized,single-choice,21_participant_25,79,16628.0,IT2,Iac,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,IT,ge,I,e,False,False,2021,True
2672,2672,Most;investors;jugglers/Most not;barbers;jugglers,Some not;barbers;investors,All;investors;barbers|All;barbers;investors|No;investors;barbers|No;barbers;investors|Some;investors;barbers|Some;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|Most;investors;barbers|Most;barbers;investors|Most not;investors;barbers|Most not;barbers;investors|NVC,syllogistic-generalized,single-choice,21_participant_25,80,20385.0,TD3,Oca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,TD,gg,O,e,False,False,2021,True
2673,2673,Most not;skaters;climbers/No;therapists;climbers,Some not;therapists;skaters,All;skaters;therapists|All;therapists;skaters|No;skaters;therapists|No;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|Most;skaters;therapists|Most;therapists;skaters|Most not;skaters;therapists|Most not;therapists;skaters|NVC,syllogistic-generalized,single-choice,21_participant_25,81,46149.0,DE3,Oca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,ED,ug,O,e,False,False,2021,True
2674,2674,Most not;judges;brewers/Most not;brewers;porters,Some not;judges;porters,All;judges;porters|All;porters;judges|No;judges;porters|No;porters;judges|Some;judges;porters|Some;porters;judges|Some not;judges;porters|Some not;porters;judges|Most;judges;porters|Most;porters;judges|Most not;judges;porters|Most not;porters;judges|NVC,syllogistic-generalized,single-choice,21_participant_25,82,34279.0,DD1,Oac,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,DD,gg,O,e,False,False,2021,True
2675,2675,Most;poets;cashiers/Most;waiters;poets,Most;cashiers;waiters,All;cashiers;waiters|All;waiters;cashiers|No;cashiers;waiters|No;waiters;cashiers|Some;cashiers;waiters|Some;waiters;cashiers|Some not;cashiers;waiters|Some not;waiters;cashiers|Most;cashiers;waiters|Most;waiters;cashiers|Most not;cashiers;waiters|Most not;waiters;cashiers|NVC,syllogistic-generalized,single-choice,21_participant_25,83,25632.0,TT2,Tac,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,TT,gg,T,g,False,False,2021,True
2680,2680,Most;workers;painters/No;actors;painters,Most not;actors;workers,All;workers;actors|All;actors;workers|No;workers;actors|No;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|Most;workers;actors|Most;actors;workers|Most not;workers;actors|Most not;actors;workers|NVC,syllogistic-generalized,single-choice,21_participant_25,88,36398.0,TE3,Dca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,ET,ug,D,g,False,True,2021,True
2682,2682,Most not;scholars;farmers/All;farmers;assistants,Most not;assistants;scholars,All;scholars;assistants|All;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|Most;scholars;assistants|Most;assistants;scholars|Most not;scholars;assistants|Most not;assistants;scholars|NVC,syllogistic-generalized,single-choice,21_participant_25,90,20752.0,DA1,Dca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,AD,ug,D,g,False,False,2021,True
2684,2684,Some not;divers;linguists/Most not;linguists;carpenters,NVC,All;divers;carpenters|All;carpenters;divers|No;divers;carpenters|No;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|Some not;divers;carpenters|Some not;carpenters;divers|Most;divers;carpenters|Most;carpenters;divers|Most not;divers;carpenters|Most not;carpenters;divers|NVC,syllogistic-generalized,single-choice,21_participant_25,92,13123.0,OD1,NVC,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,OD,ge,NVC,NVC,True,False,2021,True
2686,2686,Most not;skaters;poets/All;skaters;miners,Most not;miners;poets,All;poets;miners|All;miners;poets|No;poets;miners|No;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|Most;poets;miners|Most;miners;poets|Most not;poets;miners|Most not;miners;poets|NVC,syllogistic-generalized,single-choice,21_participant_25,94,22197.0,DA4,Dca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,AD,ug,D,g,False,True,2021,True
2687,2687,Some not;writers;hikers/Most not;drivers;writers,Some not;drivers;hikers,All;hikers;drivers|All;drivers;hikers|No;hikers;drivers|No;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|Most;hikers;drivers|Most;drivers;hikers|Most not;hikers;drivers|Most not;drivers;hikers|NVC,syllogistic-generalized,single-choice,21_participant_25,95,63661.0,OD2,Oca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,OD,ge,O,e,False,False,2021,True
2689,2689,Most not;counselors;riders/No;counselors;joggers,Some not;joggers;riders,All;riders;joggers|All;joggers;riders|No;riders;joggers|No;joggers;riders|Some;riders;joggers|Some;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|Most;riders;joggers|Most;joggers;riders|Most not;riders;joggers|Most not;joggers;riders|NVC,syllogistic-generalized,single-choice,21_participant_25,97,31297.0,DE4,Oca,male,bachelors,35,65,80,37,no,,no,88,64,48,yes,,,2,ED,ug,O,e,False,False,2021,True
